ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,City,Age,Purchased Bike,Tax
28068,S,F,"$80,000.00 ",3,Graduate Degree,Professional,No,0,0-1 Miles,"Chicago, Illinois",36,Yes,4895
18390,M,M,"$80,000.00 ",5,Partial College,Professional,Yes,2,0-1 Miles,"Chicago, Illinois",44,No,4513
29112,S,M,"$60,000.00 ",0,Partial College,Professional,No,2,1-2 Miles,"Chicago, Illinois",30,No,2038
14090,M,F,"$30,000.00 ",0,Partial High School,Clerical,No,2,0-1 Miles,"Chicago, Illinois",28,No,4672
27040,M,M,"$20,000.00 ",2,Partial High School,Clerical,Yes,2,1-2 Miles,"Chicago, Illinois",49,No,3454
23479,S,M,"$90,000.00 ",0,Partial College,Professional,No,2,0-1 Miles,"Chicago, Illinois",43,Yes,3336
16795,M,F,"$70,000.00 ",4,Bachelors,Management,Yes,1,1-2 Miles,"Chicago, Illinois",59,No,4233
22014,S,M,"$30,000.00 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",26,No,2239
13314,M,M,"$120,000.00 ",1,High School,Professional,Yes,4,5-10 Miles,"Chicago, Illinois",46,Yes,2573
11619,S,F,"$50,000.00 ",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,"Chicago, Illinois",33,No,2519
29132,S,F,"$40,000.00 ",0,Bachelors,Professional,Yes,1,2-5 Miles,"Chicago, Illinois",42,Yes,3615
11199,M,F,"$70,000.00 ",4,Bachelors,Management,Yes,1,10+ Miles,"Chicago, Illinois",59,No,4988
20296,S,F,"$60,000.00 ",0,Partial College,Skilled Manual,No,1,1-2 Miles,"Chicago, Illinois",33,Yes,1042
17546,M,F,"$70,000.00 ",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,"Chicago, Illinois",44,Yes,3850
18069,M,M,"$70,000.00 ",5,Bachelors,Management,Yes,4,10+ Miles,"Chicago, Illinois",60,No,3410
23712,S,F,"$70,000.00 ",2,Bachelors,Management,Yes,1,10+ Miles,"Chicago, Illinois",59,No,3550
23358,M,M,"$60,000.00 ",0,High School,Professional,Yes,2,5-10 Miles,"Chicago, Illinois",32,Yes,2893
20518,M,F,"$70,000.00 ",2,Partial College,Professional,Yes,1,10+ Miles,"Chicago, Illinois",58,No,4255
28026,M,F,"$40,000.00 ",2,High School,Professional,No,2,2-5 Miles,"Chicago, Illinois",59,No,4258
11669,S,F,"$70,000.00 ",2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,"Chicago, Illinois",38,No,4068
16020,M,M,"$40,000.00 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",28,Yes,1405
27090,M,F,"$60,000.00 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",37,Yes,1061
27198,S,F,"$80,000.00 ",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,"Chicago, Illinois",40,No,1098
19661,S,M,"$90,000.00 ",4,Bachelors,Management,Yes,1,1-2 Miles,"Chicago, Illinois",38,Yes,2318
26327,M,M,"$70,000.00 ",4,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",36,Yes,4015
26341,M,F,"$70,000.00 ",5,Graduate Degree,Professional,Yes,2,0-1 Miles,"Chicago, Illinois",37,No,2422
24958,S,F,"$40,000.00 ",5,High School,Professional,No,3,2-5 Miles,"Chicago, Illinois",60,Yes,1876
13287,S,M,"$110,000.00 ",4,Bachelors,Management,Yes,4,5-10 Miles,"Chicago, Illinois",42,Yes,4277
14493,S,F,"$70,000.00 ",3,Graduate Degree,Management,No,2,1-2 Miles,"Chicago, Illinois",53,No,1211
26678,S,F,"$80,000.00 ",2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",49,No,3893
23275,M,M,"$30,000.00 ",2,High School,Skilled Manual,Yes,2,1-2 Miles,"Chicago, Illinois",49,No,1787
11270,M,M,"$130,000.00 ",2,Graduate Degree,Management,Yes,3,0-1 Miles,"Chicago, Illinois",42,Yes,3277
20084,M,M,"$20,000.00 ",2,High School,Manual,No,2,0-1 Miles,"Chicago, Illinois",53,No,3988
16144,M,M,"$70,000.00 ",1,Graduate Degree,Professional,Yes,1,0-1 Miles,"Chicago, Illinois",46,Yes,1498
27731,M,M,"$40,000.00 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",27,No,4466
11886,M,F,"$60,000.00 ",3,Bachelors,Professional,Yes,1,0-1 Miles,"Chicago, Illinois",48,Yes,1371
24324,S,F,"$60,000.00 ",4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,"Chicago, Illinois",41,Yes,4994
22220,M,M,"$60,000.00 ",2,High School,Professional,No,2,1-2 Miles,"Chicago, Illinois",49,Yes,2566
26625,S,F,"$60,000.00 ",0,Graduate Degree,Professional,Yes,1,2-5 Miles,"Chicago, Illinois",38,Yes,4957
23027,S,M,"$130,000.00 ",1,Bachelors,Management,No,4,0-1 Miles,"Chicago, Illinois",44,No,2757
16867,S,F,"$130,000.00 ",1,Bachelors,Management,No,3,0-1 Miles,"Chicago, Illinois",45,Yes,4951
14514,S,F,"$30,000.00 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,"Chicago, Illinois",26,No,4152
19634,M,M,"$40,000.00 ",0,High School,Skilled Manual,Yes,1,5-10 Miles,"Chicago, Illinois",31,No,2780
18504,M,M,"$70,000.00 ",2,Partial High School,Skilled Manual,No,2,1-2 Miles,"Chicago, Illinois",49,No,4892
28799,S,F,"$40,000.00 ",2,Partial College,Clerical,No,1,1-2 Miles,"Chicago, Illinois",47,Yes,3839
11225,M,F,"$60,000.00 ",2,Partial College,Professional,Yes,1,10+ Miles,"Chicago, Illinois",55,No,4970
17657,M,M,"$40,000.00 ",4,Partial College,Clerical,No,0,0-1 Miles,"Chicago, Illinois",30,No,3428
14913,M,F,"$40,000.00 ",1,Partial College,Clerical,Yes,1,1-2 Miles,"Chicago, Illinois",48,Yes,1097
14077,S,M,"$30,000.00 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",30,No,4512
13296,M,M,"$110,000.00 ",1,Bachelors,Management,Yes,3,5-10 Miles,"Chicago, Illinois",45,No,4150
20535,M,F,"$70,000.00 ",4,Partial College,Professional,Yes,1,10+ Miles,"Chicago, Illinois",56,No,1063
12452,M,M,"$60,000.00 ",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,"Chicago, Illinois",47,Yes,3157
28043,M,F,"$60,000.00 ",2,Bachelors,Management,Yes,0,10+ Miles,"Chicago, Illinois",56,No,1751
12957,S,F,"$70,000.00 ",1,Bachelors,Professional,No,1,0-1 Miles,"Chicago, Illinois",44,No,3613
15412,M,M,"$130,000.00 ",2,Graduate Degree,Management,Yes,3,2-5 Miles,"Chicago, Illinois",69,No,3574
20514,M,F,"$70,000.00 ",2,Partial College,Professional,Yes,1,2-5 Miles,"Chicago, Illinois",59,No,4610
20758,M,M,"$30,000.00 ",2,High School,Skilled Manual,Yes,2,1-2 Miles,"Chicago, Illinois",50,No,4028
11801,M,M,"$60,000.00 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",36,No,1300
22211,M,M,"$60,000.00 ",0,Partial College,Professional,Yes,2,5-10 Miles,"Chicago, Illinois",32,No,2454
28087,S,F,"$40,000.00 ",0,Partial College,Skilled Manual,No,1,1-2 Miles,"Chicago, Illinois",27,No,3206
23668,M,F,"$40,000.00 ",4,High School,Professional,Yes,2,5-10 Miles,"Chicago, Illinois",59,Yes,3877
27441,M,M,"$60,000.00 ",3,High School,Professional,No,2,2-5 Miles,"Chicago, Illinois",53,No,4683
27261,M,M,"$40,000.00 ",1,Bachelors,Skilled Manual,No,1,0-1 Miles,"Chicago, Illinois",36,Yes,2558
18649,S,M,"$30,000.00 ",1,High School,Clerical,Yes,2,1-2 Miles,"Chicago, Illinois",51,Yes,4423
21714,S,F,"$80,000.00 ",5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,"Chicago, Illinois",47,No,4834
23217,S,F,"$60,000.00 ",3,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",43,Yes,3829
23797,S,M,"$20,000.00 ",3,Partial High School,Clerical,No,2,0-1 Miles,"Chicago, Illinois",50,No,4221
13216,M,F,"$60,000.00 ",5,Bachelors,Management,Yes,3,10+ Miles,"Chicago, Illinois",59,No,2241
20657,S,M,"$50,000.00 ",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,"Chicago, Illinois",37,Yes,2825
12882,M,M,"$50,000.00 ",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,"Chicago, Illinois",33,Yes,1845
25908,M,F,"$60,000.00 ",0,Partial College,Skilled Manual,No,1,1-2 Miles,"Chicago, Illinois",27,No,4682
16753,S,F,"$70,000.00 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",34,Yes,4710
14608,M,M,"$50,000.00 ",4,Bachelors,Skilled Manual,Yes,3,10+ Miles,"Chicago, Illinois",42,No,2957
24979,M,F,"$60,000.00 ",2,Partial College,Professional,Yes,2,2-5 Miles,"Chicago, Illinois",57,Yes,2156
13313,M,F,"$120,000.00 ",1,High School,Professional,No,4,2-5 Miles,"Chicago, Illinois",45,No,3236
18952,M,F,"$100,000.00 ",4,Bachelors,Management,Yes,4,0-1 Miles,"Chicago, Illinois",40,No,3459
17699,M,M,"$60,000.00 ",1,Graduate Degree,Skilled Manual,No,0,0-1 Miles,"Chicago, Illinois",55,No,1363
14657,M,M,"$80,000.00 ",1,Partial College,Skilled Manual,No,1,0-1 Miles,"Chicago, Illinois",47,Yes,4425
11540,S,M,"$60,000.00 ",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,"Chicago, Illinois",47,Yes,1205
11783,M,F,"$60,000.00 ",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,"Chicago, Illinois",34,No,1968
14602,M,F,"$80,000.00 ",3,Graduate Degree,Professional,Yes,0,0-1 Miles,"Chicago, Illinois",36,Yes,2018
29030,M,M,"$70,000.00 ",2,Partial High School,Skilled Manual,Yes,2,10+ Miles,"Chicago, Illinois",54,No,1265
26490,S,M,"$70,000.00 ",2,Bachelors,Management,No,1,2-5 Miles,"Chicago, Illinois",59,Yes,2618
13151,S,M,"$40,000.00 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",27,No,1977
17260,M,M,"$90,000.00 ",5,Partial College,Professional,Yes,3,0-1 Miles,"Chicago, Illinois",41,No,1778
15372,M,M,"$80,000.00 ",3,Partial College,Professional,No,2,2-5 Miles,"Chicago, Illinois",50,Yes,2143
18105,M,F,"$60,000.00 ",2,Partial College,Professional,Yes,1,10+ Miles,"Chicago, Illinois",55,No,2006
19660,M,M,"$80,000.00 ",4,Bachelors,Management,Yes,0,0-1 Miles,"Chicago, Illinois",43,No,2727
16112,S,M,"$70,000.00 ",4,Bachelors,Professional,Yes,2,2-5 Miles,"Chicago, Illinois",43,Yes,2981
20698,M,M,"$60,000.00 ",4,Bachelors,Skilled Manual,Yes,3,5-10 Miles,"Chicago, Illinois",42,No,4120
20076,S,F,"$10,000.00 ",2,High School,Manual,Yes,2,1-2 Miles,"Chicago, Illinois",53,Yes,3959
24496,S,F,"$40,000.00 ",0,High School,Skilled Manual,No,2,0-1 Miles,"Chicago, Illinois",28,Yes,1655
15468,M,F,"$50,000.00 ",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,"Chicago, Illinois",35,No,1519
28031,S,F,"$70,000.00 ",2,Bachelors,Management,No,1,2-5 Miles,"Chicago, Illinois",59,Yes,1136
26270,S,F,"$20,000.00 ",2,Partial High School,Clerical,Yes,2,1-2 Miles,"Chicago, Illinois",49,No,3774
22221,M,M,"$60,000.00 ",2,High School,Professional,No,2,1-2 Miles,"Chicago, Illinois",48,Yes,2755
28228,S,F,"$80,000.00 ",2,Partial High School,Skilled Manual,No,2,1-2 Miles,"Chicago, Illinois",50,No,1498
18363,M,M,"$40,000.00 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",28,Yes,2062
23256,S,M,"$30,000.00 ",1,High School,Clerical,No,1,5-10 Miles,"Chicago, Illinois",52,No,4409
12768,M,M,"$30,000.00 ",1,High School,Clerical,Yes,1,2-5 Miles,"Chicago, Illinois",52,Yes,3520
20361,M,M,"$50,000.00 ",2,Graduate Degree,Management,Yes,2,5-10 Miles,"Chicago, Illinois",69,No,3318
21306,S,M,"$60,000.00 ",2,High School,Professional,Yes,2,5-10 Miles,"Chicago, Illinois",51,No,4455
13382,M,M,"$70,000.00 ",5,Partial College,Professional,Yes,2,1-2 Miles,"Chicago, Illinois",57,Yes,3267
20310,S,M,"$60,000.00 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,"Chicago, Illinois",27,Yes,1020
22971,S,F,"$30,000.00 ",0,High School,Skilled Manual,No,2,0-1 Miles,"Chicago, Illinois",25,Yes,2288
15287,S,F,"$50,000.00 ",1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,"Chicago, Illinois",33,Yes,4196
15532,S,M,"$60,000.00 ",4,Bachelors,Professional,Yes,2,2-5 Miles,"Chicago, Illinois",43,Yes,1793
11255,M,M,"$70,000.00 ",4,Graduate Degree,Management,Yes,2,5-10 Miles,"Chicago, Illinois",73,No,3716
28090,M,M,"$40,000.00 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,"Chicago, Illinois",27,No,3127
15255,M,M,"$40,000.00 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",28,Yes,3773
13154,M,M,"$40,000.00 ",0,High School,Skilled Manual,No,2,0-1 Miles,"Chicago, Illinois",27,Yes,1865
26778,S,F,"$40,000.00 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",31,No,3800
23248,M,F,"$10,000.00 ",2,High School,Manual,Yes,2,1-2 Miles,"Chicago, Illinois",53,No,4638
21417,S,F,"$60,000.00 ",0,Partial College,Professional,No,2,1-2 Miles,"Chicago, Illinois",32,Yes,1504
17668,S,M,"$30,000.00 ",2,High School,Skilled Manual,Yes,2,1-2 Miles,"Chicago, Illinois",50,Yes,1418
27994,M,F,"$40,000.00 ",4,High School,Professional,Yes,2,5-10 Miles,"Chicago, Illinois",69,No,1627
20376,S,F,"$70,000.00 ",3,Graduate Degree,Management,Yes,2,5-10 Miles,"Chicago, Illinois",52,Yes,2812
25954,M,M,"$60,000.00 ",0,Partial College,Skilled Manual,No,2,1-2 Miles,"Chicago, Illinois",31,No,4190
15749,S,F,"$70,000.00 ",4,Bachelors,Management,Yes,2,10+ Miles,"Chicago, Illinois",61,No,2837
25899,M,F,"$70,000.00 ",2,High School,Professional,Yes,2,10+ Miles,"Chicago, Illinois",53,No,4395
13351,S,F,"$70,000.00 ",4,Bachelors,Management,Yes,2,1-2 Miles,"Chicago, Illinois",62,Yes,1890
23333,M,M,"$40,000.00 ",0,Partial College,Skilled Manual,No,2,1-2 Miles,"Chicago, Illinois",30,No,4760
21660,M,F,"$60,000.00 ",3,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",43,Yes,1587
17012,M,F,"$60,000.00 ",3,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",42,Yes,4980
24514,M,M,"$40,000.00 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,"Chicago, Illinois",30,No,2973
27505,S,F,"$40,000.00 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",30,No,1952
29243,S,M,"$110,000.00 ",1,Bachelors,Management,Yes,1,5-10 Miles,"Chicago, Illinois",43,No,2006
26582,M,M,"$60,000.00 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",33,Yes,4452
14271,M,M,"$30,000.00 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",32,No,1743
23041,S,F,"$70,000.00 ",4,High School,Professional,Yes,0,5-10 Miles,"Chicago, Illinois",50,Yes,2507
29048,S,M,"$110,000.00 ",2,Bachelors,Management,No,3,0-1 Miles,"Chicago, Illinois",37,Yes,2755
24433,M,M,"$70,000.00 ",3,High School,Professional,No,1,1-2 Miles,"Chicago, Illinois",52,Yes,2409
15501,M,M,"$70,000.00 ",4,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",36,Yes,2907
13911,S,F,"$80,000.00 ",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,"Chicago, Illinois",41,Yes,4653
20421,S,F,"$40,000.00 ",0,Partial High School,Clerical,Yes,2,5-10 Miles,"Chicago, Illinois",26,No,1709
16009,S,M,"$170,000.00 ",1,Graduate Degree,Management,No,4,0-1 Miles,"Chicago, Illinois",66,No,3739
18411,M,M,"$60,000.00 ",2,High School,Professional,No,2,5-10 Miles,"Chicago, Illinois",51,No,4413
19163,M,F,"$70,000.00 ",4,Bachelors,Professional,Yes,2,0-1 Miles,"Chicago, Illinois",43,Yes,1991
18572,M,F,"$60,000.00 ",0,Graduate Degree,Professional,Yes,0,0-1 Miles,"Chicago, Illinois",39,No,4744
27540,S,F,"$70,000.00 ",0,Bachelors,Professional,No,1,0-1 Miles,"Chicago, Illinois",37,Yes,2634
19889,S,F,"$70,000.00 ",2,Partial High School,Skilled Manual,No,2,2-5 Miles,"Chicago, Illinois",54,Yes,1822
12922,S,F,"$60,000.00 ",3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,"Chicago, Illinois",40,Yes,3178
18891,M,F,"$40,000.00 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",28,No,1001
16773,M,M,"$60,000.00 ",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,"Chicago, Illinois",33,No,4212
19143,S,F,"$80,000.00 ",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,"Chicago, Illinois",41,Yes,2853
23882,S,F,"$80,000.00 ",3,Graduate Degree,Professional,Yes,0,0-1 Miles,"Chicago, Illinois",37,Yes,2827
11233,M,M,"$70,000.00 ",4,Partial College,Professional,Yes,2,10+ Miles,"Chicago, Illinois",53,No,3467
12056,M,M,"$120,000.00 ",2,Graduate Degree,Management,Yes,3,5-10 Miles,"Chicago, Illinois",64,No,3424
15555,M,F,"$60,000.00 ",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,"Chicago, Illinois",45,Yes,2404
18423,S,M,"$80,000.00 ",2,Partial High School,Skilled Manual,No,2,1-2 Miles,"Chicago, Illinois",52,No,4954
22743,M,F,"$40,000.00 ",5,High School,Professional,Yes,2,10+ Miles,"Chicago, Illinois",60,No,1629
25343,S,F,"$20,000.00 ",3,Partial High School,Clerical,Yes,2,1-2 Miles,"Chicago, Illinois",50,No,4027
13390,M,F,"$70,000.00 ",4,Partial College,Professional,No,1,1-2 Miles,"Chicago, Illinois",56,No,3240
17482,S,F,"$40,000.00 ",0,Partial High School,Clerical,Yes,2,5-10 Miles,"Chicago, Illinois",29,No,4348
13176,S,M,"$130,000.00 ",0,Graduate Degree,Management,No,2,0-1 Miles,"Chicago, Illinois",38,Yes,2304
20504,M,F,"$40,000.00 ",5,High School,Professional,No,2,2-5 Miles,"Chicago, Illinois",60,No,4393
12205,S,F,"$130,000.00 ",2,Bachelors,Management,No,4,0-1 Miles,"Chicago, Illinois",67,No,3579
16751,M,M,"$60,000.00 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,"Chicago, Illinois",32,Yes,3852
21613,S,M,"$50,000.00 ",2,Bachelors,Skilled Manual,No,1,0-1 Miles,"Chicago, Illinois",39,Yes,3850
24801,S,M,"$60,000.00 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",35,Yes,4683
17519,M,F,"$60,000.00 ",0,Partial College,Professional,Yes,2,5-10 Miles,"Chicago, Illinois",32,No,3010
18347,S,F,"$30,000.00 ",0,Partial College,Skilled Manual,No,1,1-2 Miles,"Chicago, Illinois",31,No,2545
29052,S,M,"$40,000.00 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,"Chicago, Illinois",27,No,4738
11745,M,F,"$60,000.00 ",1,Bachelors,Professional,Yes,1,0-1 Miles,"Chicago, Illinois",47,Yes,1875
19147,M,M,"$40,000.00 ",0,Bachelors,Professional,No,1,0-1 Miles,"Chicago, Illinois",42,No,1297
19217,M,M,"$30,000.00 ",2,High School,Skilled Manual,Yes,2,1-2 Miles,"Chicago, Illinois",49,No,2980
15839,S,M,"$30,000.00 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,"Chicago, Illinois",32,No,4494
13714,M,F,"$20,000.00 ",2,High School,Manual,No,2,1-2 Miles,"Chicago, Illinois",53,Yes,1489
22330,M,M,"$50,000.00 ",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,"Chicago, Illinois",32,Yes,3710
18783,S,M,"$80,000.00 ",0,Bachelors,Management,No,1,0-1 Miles,"Chicago, Illinois",38,Yes,2951
25041,S,M,"$40,000.00 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",31,No,1537
22046,S,F,"$80,000.00 ",0,Bachelors,Management,No,1,0-1 Miles,"Chicago, Illinois",38,Yes,1368
28052,M,M,"$60,000.00 ",2,High School,Professional,Yes,2,10+ Miles,"Chicago, Illinois",55,No,3117
26693,M,M,"$70,000.00 ",3,Partial College,Professional,Yes,1,5-10 Miles,"Chicago, Illinois",49,No,4619
24955,S,M,"$30,000.00 ",5,Partial High School,Skilled Manual,Yes,3,10+ Miles,"Chicago, Illinois",60,Yes,1996
26065,S,F,"$110,000.00 ",3,Bachelors,Management,No,4,1-2 Miles,"Chicago, Illinois",42,No,3305
13942,M,M,"$60,000.00 ",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,"Chicago, Illinois",46,No,1122
11219,M,M,"$60,000.00 ",2,High School,Professional,Yes,2,10+ Miles,"Chicago, Illinois",55,No,4897
22118,S,F,"$70,000.00 ",3,Graduate Degree,Management,Yes,2,5-10 Miles,"Chicago, Illinois",53,Yes,3689
23197,M,M,"$50,000.00 ",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,"Chicago, Illinois",40,No,1624
14883,M,F,"$30,000.00 ",1,Bachelors,Skilled Manual,Yes,1,5-10 Miles,"Chicago, Illinois",53,Yes,1821
27279,S,F,"$70,000.00 ",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,"Chicago, Illinois",38,Yes,2158
18322,S,M,"$30,000.00 ",0,Partial High School,Clerical,No,2,0-1 Miles,"Chicago, Illinois",26,No,2808
15879,M,M,"$70,000.00 ",5,Bachelors,Management,Yes,2,2-5 Miles,"Chicago, Illinois",61,No,3406
28278,M,M,"$50,000.00 ",2,Graduate Degree,Management,Yes,2,5-10 Miles,"Chicago, Illinois",71,No,2366
24416,M,M,"$90,000.00 ",4,High School,Professional,Yes,2,1-2 Miles,"Chicago, Illinois",45,No,4357
28066,M,M,"$80,000.00 ",2,Graduate Degree,Professional,Yes,0,0-1 Miles,"Chicago, Illinois",37,Yes,1634
11275,M,F,"$80,000.00 ",4,Graduate Degree,Management,Yes,2,0-1 Miles,"Chicago, Illinois",72,Yes,1775
14872,M,M,"$30,000.00 ",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,"Chicago, Illinois",32,No,3661
16151,M,F,"$60,000.00 ",1,Bachelors,Professional,Yes,1,2-5 Miles,"Chicago, Illinois",48,Yes,2781
19731,M,M,"$80,000.00 ",4,Graduate Degree,Management,Yes,2,5-10 Miles,"Chicago, Illinois",68,No,1116
23801,M,F,"$20,000.00 ",2,Partial High School,Clerical,Yes,2,0-1 Miles,"Chicago, Illinois",49,No,3474
11807,M,M,"$70,000.00 ",3,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",34,No,2236
11622,M,M,"$50,000.00 ",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,"Chicago, Illinois",32,No,3134
26597,S,F,"$60,000.00 ",4,Bachelors,Skilled Manual,No,2,0-1 Miles,"Chicago, Illinois",42,No,4498
27074,M,F,"$70,000.00 ",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,"Chicago, Illinois",35,Yes,2220
19228,M,F,"$40,000.00 ",2,Partial College,Clerical,Yes,1,0-1 Miles,"Chicago, Illinois",48,No,3097
13415,S,M,"$100,000.00 ",1,Graduate Degree,Management,Yes,3,2-5 Miles,"Chicago, Illinois",73,Yes,3967
17000,S,F,"$70,000.00 ",4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,"Chicago, Illinois",43,Yes,2837
14569,M,M,"$60,000.00 ",1,Graduate Degree,Professional,Yes,0,0-1 Miles,"Chicago, Illinois",35,No,2040
13873,M,M,"$70,000.00 ",3,Graduate Degree,Professional,Yes,0,0-1 Miles,"Chicago, Illinois",35,Yes,3551
20401,M,F,"$50,000.00 ",4,Bachelors,Management,Yes,2,1-2 Miles,"Chicago, Illinois",64,Yes,3650
21583,M,F,"$50,000.00 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,"Chicago, Illinois",34,Yes,4328
12029,M,M,"$30,000.00 ",0,Partial High School,Clerical,No,2,0-1 Miles,"Chicago, Illinois",28,No,4982
18066,S,M,"$70,000.00 ",5,Bachelors,Management,Yes,3,10+ Miles,"Chicago, Illinois",60,Yes,3747
28192,M,F,"$70,000.00 ",5,Graduate Degree,Professional,Yes,3,10+ Miles,"Chicago, Illinois",46,No,2466
16122,M,M,"$40,000.00 ",4,High School,Skilled Manual,Yes,2,0-1 Miles,"Chicago, Illinois",44,Yes,1722
18607,S,F,"$60,000.00 ",4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,"Chicago, Illinois",42,Yes,3852
28858,S,M,"$80,000.00 ",3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,"Chicago, Illinois",40,No,3790
14432,S,M,"$90,000.00 ",4,Graduate Degree,Management,Yes,1,5-10 Miles,"Chicago, Illinois",73,No,1583
26305,S,F,"$60,000.00 ",2,Bachelors,Skilled Manual,No,0,0-1 Miles,"Chicago, Illinois",36,Yes,1189
22050,S,M,"$90,000.00 ",4,Bachelors,Management,Yes,1,1-2 Miles,"Chicago, Illinois",38,Yes,3603
25394,M,M,"$60,000.00 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",34,Yes,4419
19747,M,M,"$50,000.00 ",4,Bachelors,Management,Yes,2,10+ Miles,"Chicago, Illinois",63,No,2639
23195,S,M,"$50,000.00 ",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,"Chicago, Illinois",41,Yes,2827
21695,M,M,"$60,000.00 ",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,"Chicago, Illinois",39,Yes,2268
13934,M,M,"$40,000.00 ",4,High School,Skilled Manual,Yes,2,2-5 Miles,"Chicago, Illinois",46,No,1094
13337,M,F,"$80,000.00 ",5,Bachelors,Management,Yes,2,5-10 Miles,"Chicago, Illinois",64,No,3916
27190,M,F,"$40,000.00 ",3,Partial College,Clerical,Yes,1,1-2 Miles,"Chicago, Illinois",32,No,1170
28657,S,M,"$60,000.00 ",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,"Chicago, Illinois",36,Yes,2659
21713,S,M,"$80,000.00 ",5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,"Chicago, Illinois",47,No,4938
21752,M,M,"$60,000.00 ",3,Graduate Degree,Management,Yes,2,10+ Miles,"Chicago, Illinois",64,No,2335
27273,S,M,"$70,000.00 ",3,Graduate Degree,Professional,No,0,0-1 Miles,"Chicago, Illinois",35,Yes,1933
